## Mon Oct 10 06:54:44 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_ebxwf5mt --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_ebxwf5mt --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_ebxwf5mt/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_136846087.1	1235794.C811_00227	6.68e-77	231.0	COG0698@1|root,COG0698@2|Bacteria,2GKJG@201174|Actinobacteria,4CVWB@84998|Coriobacteriia	84998|Coriobacteriia	G	isomerase B	rpiB	-	5.3.1.6	ko:K01808	ko00030,ko00051,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00051,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007,M00165,M00167	R01056,R09030	RC00376,RC00434	ko00000,ko00001,ko00002,ko01000	-	-	-	LacAB_rpiB
WP_136846088.1	479437.Elen_1031	3.64e-55	181.0	COG0009@1|root,COG0009@2|Bacteria,2GK2X@201174|Actinobacteria,4CW4P@84998|Coriobacteriia	84998|Coriobacteriia	J	Sua5 YciO YrdC YwlC family	-	-	2.7.7.87	ko:K07566	-	-	R10463	RC00745	ko00000,ko01000,ko03009,ko03016	-	-	-	Sua5_yciO_yrdC
WP_136846089.1	1235794.C811_01470	4.16e-207	604.0	COG0457@1|root,COG0457@2|Bacteria,2I8FI@201174|Actinobacteria,4CUK3@84998|Coriobacteriia	84998|Coriobacteriia	S	Psort location Cytoplasmic, score 8.87	-	-	-	-	-	-	-	-	-	-	-	-	TPR_8
WP_136846090.1	1121866.AUGK01000013_gene1880	3.19e-219	625.0	COG2509@1|root,COG2509@2|Bacteria,2HUF4@201174|Actinobacteria,4CUDM@84998|Coriobacteriia	84998|Coriobacteriia	S	FAD dependent oxidoreductase	-	-	-	ko:K07137	-	-	-	-	ko00000	-	-	-	FAD_binding_2,NAD_binding_8,Pyr_redox_2
WP_136846091.1	1384484.AEQU_0725	8.99e-288	792.0	COG1115@1|root,COG1115@2|Bacteria,2GIU2@201174|Actinobacteria,4CV96@84998|Coriobacteriia	84998|Coriobacteriia	E	amino acid carrier protein	-	-	-	ko:K03310	-	-	-	-	ko00000	2.A.25	-	-	Na_Ala_symp
WP_136846092.1	502558.EGYY_09880	2.4e-200	563.0	COG1820@1|root,COG1820@2|Bacteria,2GK1E@201174|Actinobacteria,4CVC3@84998|Coriobacteriia	84998|Coriobacteriia	G	Belongs to the metallo-dependent hydrolases superfamily. NagA family	nagA	-	3.5.1.25	ko:K01443	ko00520,ko01130,map00520,map01130	-	R02059	RC00166,RC00300	ko00000,ko00001,ko01000	-	-	-	Amidohydro_1,Amidohydro_3
WP_136846094.1	469378.Ccur_09950	5.49e-54	171.0	COG0091@1|root,COG0091@2|Bacteria,2IM3J@201174|Actinobacteria,4CW1D@84998|Coriobacteriia	84998|Coriobacteriia	J	The globular domain of the protein is located near the polypeptide exit tunnel on the outside of the subunit, while an extended beta-hairpin is found that lines the wall of the exit tunnel in the center of the 70S ribosome	rplV	-	-	ko:K02890	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L22
WP_136846095.1	1235794.C811_01012	0.0	949.0	COG1032@1|root,COG1032@2|Bacteria,2HUJA@201174|Actinobacteria,4CUWY@84998|Coriobacteriia	84998|Coriobacteriia	C	Domain of unknown function (DUF3362)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3362,Radical_SAM,Radical_SAM_N
WP_136846097.1	1384484.AEQU_0624	4.15e-51	166.0	COG5573@1|root,COG5573@2|Bacteria,2INXT@201174|Actinobacteria	201174|Actinobacteria	S	PIN domain	-	-	-	-	-	-	-	-	-	-	-	-	PIN_3
WP_136846098.1	1384484.AEQU_0219	2.74e-42	151.0	2B1CW@1|root,31TTF@2|Bacteria,2HV6C@201174|Actinobacteria,4CWDW@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_136846099.1	479437.Elen_0953	1.9e-229	643.0	COG1227@1|root,COG2524@1|root,COG1227@2|Bacteria,COG2524@2|Bacteria,2H4Y4@201174|Actinobacteria,4CUJA@84998|Coriobacteriia	84998|Coriobacteriia	C	DHHA2 domain	-	-	3.6.1.1	ko:K15986	ko00190,map00190	-	-	-	ko00000,ko00001,ko01000	-	-	-	CBS,DHH,DHHA2
WP_136846100.1	1235794.C811_00240	1.22e-36	125.0	COG4226@1|root,COG4226@2|Bacteria,2HU5K@201174|Actinobacteria,4CWTD@84998|Coriobacteriia	84998|Coriobacteriia	S	protein encoded in hypervariable junctions of pilus gene clusters	-	-	-	-	-	-	-	-	-	-	-	-	HicB
WP_136846102.1	1384484.AEQU_1371	1.38e-82	260.0	2EF1M@1|root,32I56@2|Bacteria,2HW3D@201174|Actinobacteria,4CXY5@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_136846103.1	936580.HMPREF1516_1473	9.27e-48	168.0	2CWIF@1|root,32SZQ@2|Bacteria,1VBXK@1239|Firmicutes,4HWJ5@91061|Bacilli	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_136846104.1	1384484.AEQU_1373	1.42e-21	86.3	COG1396@1|root,COG1396@2|Bacteria,2HVEY@201174|Actinobacteria,4CWS1@84998|Coriobacteriia	84998|Coriobacteriia	K	Helix-turn-helix	-	-	-	-	-	-	-	-	-	-	-	-	HTH_3,HTH_31
WP_136846105.1	1292034.OR37_03312	1.86e-09	66.2	COG0789@1|root,COG0789@2|Bacteria,1REB7@1224|Proteobacteria,2U7WY@28211|Alphaproteobacteria,2KJ22@204458|Caulobacterales	204458|Caulobacterales	K	TipAS antibiotic-recognition domain	-	-	-	-	-	-	-	-	-	-	-	-	MerR_1,TipAS
WP_136846106.1	742818.HMPREF9451_00381	2.88e-244	689.0	COG1760@1|root,COG1760@2|Bacteria,2GJPA@201174|Actinobacteria,4CUCW@84998|Coriobacteriia	84998|Coriobacteriia	E	L-serine dehydratase, iron-sulfur-dependent, alpha subunit	sdaAA	-	4.3.1.17	ko:K01752	ko00260,ko00270,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00270,map01100,map01110,map01130,map01200,map01230	-	R00220,R00590	RC00331,RC02600	ko00000,ko00001,ko01000	-	-	-	ACT,SDH_alpha,SDH_beta
WP_136846107.1	502558.EGYY_24620	0.0	1162.0	COG0210@1|root,COG0210@2|Bacteria,2GISS@201174|Actinobacteria,4CUMT@84998|Coriobacteriia	84998|Coriobacteriia	L	DNA helicase	-	-	3.6.4.12	ko:K03657	ko03420,ko03430,map03420,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	UvrD-helicase,UvrD_C
WP_136846108.1	1384484.AEQU_0447	8.78e-191	535.0	COG1748@1|root,COG1748@2|Bacteria,2GP2S@201174|Actinobacteria,4CUHM@84998|Coriobacteriia	84998|Coriobacteriia	E	Catalyzes the reversible NADPH-dependent reductive amination of L-2-amino-6-oxopimelate, the acyclic form of L- tetrahydrodipicolinate, to generate the meso compound, D,L-2,6- diaminopimelate	-	-	1.4.1.16	ko:K03340	ko00300,ko01100,ko01110,ko01230,map00300,map01100,map01110,map01230	M00526	R02755	RC00006	ko00000,ko00001,ko00002,ko01000	-	-	-	DAPDH_C
WP_136846109.1	1408312.JNJS01000009_gene931	1.42e-105	308.0	COG0560@1|root,COG0560@2|Bacteria,1TQJY@1239|Firmicutes,2493S@186801|Clostridia,3NGV5@46205|Pseudobutyrivibrio	186801|Clostridia	E	haloacid dehalogenase-like hydrolase	thrH	-	2.7.1.39,3.1.3.3	ko:K02203	ko00260,ko00680,ko01100,ko01110,ko01120,ko01130,ko01230,map00260,map00680,map01100,map01110,map01120,map01130,map01230	M00018	R00582,R01771	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	HAD,Hydrolase
WP_136846110.1	502558.EGYY_11160	1.53e-29	119.0	COG4106@1|root,COG4106@2|Bacteria,2I69T@201174|Actinobacteria,4CYJ4@84998|Coriobacteriia	84998|Coriobacteriia	S	trans-aconitate 2-methyltransferase activity	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_11
WP_136846111.1	1034345.CAEM01000054_gene1374	4.3e-212	613.0	COG1243@1|root,COG1243@2|Bacteria,2HUHE@201174|Actinobacteria,4CUN9@84998|Coriobacteriia	84998|Coriobacteriia	BK	histone acetyltransferase, ELP3 family	-	-	2.3.1.48	ko:K07739	-	-	-	-	ko00000,ko01000,ko03016,ko03036	-	-	-	Acetyltransf_1,Acetyltransf_10,Radical_SAM,Radical_SAM_C
WP_136846113.1	1384484.AEQU_0035	5.66e-48	175.0	2B2BQ@1|root,31UW0@2|Bacteria,2HW9N@201174|Actinobacteria,4CY5K@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_136846115.1	1034345.CAEM01000014_gene138	2.08e-100	295.0	COG0131@1|root,COG0131@2|Bacteria,2GKMD@201174|Actinobacteria,4CUNW@84998|Coriobacteriia	84998|Coriobacteriia	E	Imidazoleglycerol-phosphate dehydratase	hisB	-	4.2.1.19	ko:K01693	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R03457	RC00932	ko00000,ko00001,ko00002,ko01000	-	-	-	IGPD
WP_136846120.1	502558.EGYY_10740	0.0	1347.0	COG0550@1|root,COG0551@1|root,COG0550@2|Bacteria,COG0551@2|Bacteria,2GJU7@201174|Actinobacteria,4CU99@84998|Coriobacteriia	84998|Coriobacteriia	L	DNA topoisomerase	topA	-	5.99.1.2	ko:K03168	-	-	-	-	ko00000,ko01000,ko03032,ko03400	-	-	-	Topoisom_bac,Toprim,zf-C4_Topoisom
WP_136846121.1	525919.Apre_0345	8.65e-13	75.5	COG0583@1|root,COG0583@2|Bacteria,1TSNI@1239|Firmicutes,249QS@186801|Clostridia,22G53@1570339|Peptoniphilaceae	186801|Clostridia	K	LysR substrate binding domain protein	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
WP_136846122.1	479437.Elen_0471	0.0	1143.0	COG0243@1|root,COG0243@2|Bacteria,2GNYQ@201174|Actinobacteria,4CV0Y@84998|Coriobacteriia	84998|Coriobacteriia	C	Belongs to the prokaryotic molybdopterin-containing oxidoreductase family	-	-	-	-	-	-	-	-	-	-	-	-	Molybdopterin,Molydop_binding
WP_136846123.1	479437.Elen_0508	5.76e-107	313.0	COG0437@1|root,COG0437@2|Bacteria,2I2DV@201174|Actinobacteria,4CUF0@84998|Coriobacteriia	201174|Actinobacteria	C	PFAM 4Fe-4S ferredoxin iron-sulfur binding domain protein	-	-	-	ko:K00184	-	-	-	-	ko00000	5.A.3	-	-	Fer4_11,Fer4_3,Fer4_7,NrfD
WP_136846124.1	1235794.C811_01444	2.15e-100	297.0	COG3381@1|root,COG3381@2|Bacteria,2HVX8@201174|Actinobacteria,4CXP3@84998|Coriobacteriia	84998|Coriobacteriia	S	Nitrate reductase delta subunit	-	-	-	-	-	-	-	-	-	-	-	-	Nitrate_red_del
WP_136846125.1	1235794.C811_01443	3.95e-107	320.0	COG3302@1|root,COG3302@2|Bacteria,2HV24@201174|Actinobacteria,4CW6H@84998|Coriobacteriia	84998|Coriobacteriia	S	DMSO reductase anchor subunit (DmsC)	-	-	-	ko:K07308	ko00920,map00920	-	R09501	RC02555	ko00000,ko00001,ko02000	5.A.3.3	-	-	DmsC
WP_136846126.1	1235794.C811_01441	0.0	1976.0	COG0243@1|root,COG0243@2|Bacteria,2GNYQ@201174|Actinobacteria,4CXAA@84998|Coriobacteriia	84998|Coriobacteriia	C	Molybdopterin oxidoreductase Fe4S4 domain	-	-	-	-	-	-	-	-	-	-	-	-	Molybdop_Fe4S4,Molybdopterin,Molydop_binding
WP_136846127.1	1235794.C811_01440	9.08e-153	431.0	2CANR@1|root,2ZTWK@2|Bacteria,2HVZE@201174|Actinobacteria,4CXSI@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_136846129.1	1121866.AUGK01000005_gene1131	0.0	1057.0	COG0511@1|root,COG5016@1|root,COG0511@2|Bacteria,COG5016@2|Bacteria,2IR3V@201174|Actinobacteria,4CUB4@84998|Coriobacteriia	84998|Coriobacteriia	CI	Acetyl-CoA carboxylase, biotin carboxyl carrier protein	-	-	4.1.1.3	ko:K01571	ko00620,ko01100,map00620,map01100	-	R00217	RC00040	ko00000,ko00001,ko01000,ko02000	3.B.1.1.1	-	-	Biotin_lipoyl,HMGL-like,PYC_OADA
WP_136846130.1	1235794.C811_00088	1.72e-52	176.0	COG0781@1|root,COG0781@2|Bacteria,2IM3D@201174|Actinobacteria,4CWB5@84998|Coriobacteriia	84998|Coriobacteriia	K	Involved in transcription antitermination. Required for transcription of ribosomal RNA (rRNA) genes. Binds specifically to the boxA antiterminator sequence of the ribosomal RNA (rrn) operons	nusB	-	-	ko:K03625	-	-	-	-	ko00000,ko03009,ko03021	-	-	-	NusB
WP_136846131.1	1384484.AEQU_0611	1.71e-21	89.4	COG1722@1|root,COG1722@2|Bacteria,2HVF4@201174|Actinobacteria,4CWSA@84998|Coriobacteriia	84998|Coriobacteriia	L	Exonuclease VII small subunit	-	-	3.1.11.6	ko:K03602	ko03430,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	Exonuc_VII_S
WP_136846132.1	1384484.AEQU_0614	9.42e-261	721.0	COG0004@1|root,COG0004@2|Bacteria,2GIZK@201174|Actinobacteria,4CV8M@84998|Coriobacteriia	84998|Coriobacteriia	U	Ammonium Transporter Family	-	-	-	ko:K03320	-	-	-	-	ko00000,ko02000	1.A.11	-	-	Ammonium_transp
WP_136846133.1	1235794.C811_00097	1.73e-61	190.0	COG0347@1|root,COG0347@2|Bacteria,2IKN1@201174|Actinobacteria,4CW39@84998|Coriobacteriia	84998|Coriobacteriia	K	Nitrogen regulatory protein P-II	-	-	-	ko:K04751	ko02020,map02020	-	-	-	ko00000,ko00001	-	-	-	P-II
WP_136846134.1	1034345.CAEM01000030_gene969	3.2e-22	87.4	2BJC7@1|root,32DNA@2|Bacteria,2HWB3@201174|Actinobacteria,4CY75@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_136846137.1	525318.HMPREF0497_0965	1.83e-100	335.0	COG0514@1|root,COG0514@2|Bacteria,1TPN5@1239|Firmicutes,4H9QP@91061|Bacilli,3F4PY@33958|Lactobacillaceae	91061|Bacilli	L	ATP-dependent DNA helicase RecQ	-	-	3.6.4.12	ko:K03654	ko03018,map03018	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	DEAD,Helicase_C
WP_136846138.1	1280682.AUKA01000008_gene3220	2.64e-171	504.0	COG0507@1|root,COG0507@2|Bacteria,1UJN1@1239|Firmicutes,24D34@186801|Clostridia,4BZHK@830|Butyrivibrio	186801|Clostridia	L	Uncharacterized conserved protein (DUF2075)	-	-	-	-	-	-	-	-	-	-	-	-	AAA_19,DUF2075,NERD,ResIII,UvrD_C_2
WP_136846139.1	1235792.C808_03341	3.3e-36	132.0	28M7Q@1|root,2ZAM1@2|Bacteria,1UYX7@1239|Firmicutes,24GTN@186801|Clostridia,27MGQ@186928|unclassified Lachnospiraceae	186801|Clostridia	S	Putative inner membrane protein (DUF1819)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1819
WP_136846140.1	1121866.AUGK01000012_gene1807	4.62e-76	234.0	28KCG@1|root,2Z9ZE@2|Bacteria,2I5TY@201174|Actinobacteria,4CWW9@84998|Coriobacteriia	84998|Coriobacteriia	S	Domain of unknown function (DUF1788)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1788
WP_136846141.1	1121866.AUGK01000012_gene1806	0.0	1163.0	COG1293@1|root,COG1293@2|Bacteria,2I8KV@201174|Actinobacteria,4CUBD@84998|Coriobacteriia	84998|Coriobacteriia	K	RNA-binding protein homologous to eukaryotic snRNP	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_136846142.1	1121866.AUGK01000012_gene1805	4.94e-289	827.0	COG0827@1|root,COG1002@1|root,COG0827@2|Bacteria,COG1002@2|Bacteria,2I7VG@201174|Actinobacteria,4CYK3@84998|Coriobacteriia	84998|Coriobacteriia	LV	Eco57I restriction-modification methylase	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_136846145.1	1403948.Q618_VCMC00003G0122	1.77e-21	91.7	2EINA@1|root,33CDM@2|Bacteria,2ICYX@201174|Actinobacteria	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DUF3800
WP_136846147.1	1121866.AUGK01000012_gene1803	9.89e-199	554.0	COG0827@1|root,COG0827@2|Bacteria,2I7VG@201174|Actinobacteria,4CX65@84998|Coriobacteriia	84998|Coriobacteriia	L	DNA restriction-modification system	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_136846148.1	1121866.AUGK01000012_gene1801	1.42e-201	604.0	COG1524@1|root,COG1524@2|Bacteria,2I4ZS@201174|Actinobacteria,4CYK4@84998|Coriobacteriia	84998|Coriobacteriia	S	PglZ domain	-	-	-	-	-	-	-	-	-	-	-	-	PglZ
WP_136846149.1	479437.Elen_1032	1.36e-136	396.0	COG2267@1|root,COG2267@2|Bacteria,2GPA8@201174|Actinobacteria,4CUJT@84998|Coriobacteriia	84998|Coriobacteriia	I	alpha beta	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_4
WP_136846151.1	1384484.AEQU_0812	4.1e-295	832.0	COG0642@1|root,COG0745@1|root,COG0745@2|Bacteria,COG2205@2|Bacteria,2I2M2@201174|Actinobacteria,4CVGX@84998|Coriobacteriia	84998|Coriobacteriia	T	His Kinase A (phosphoacceptor) domain	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,HisKA,Response_reg
WP_136846152.1	1235794.C811_00303	2.8e-207	587.0	COG1653@1|root,COG1653@2|Bacteria,2HUSK@201174|Actinobacteria,4CVIT@84998|Coriobacteriia	84998|Coriobacteriia	G	Bacterial extracellular solute-binding protein	-	-	-	ko:K02027	-	M00207	-	-	ko00000,ko00002,ko02000	3.A.1.1	-	-	SBP_bac_1
WP_136846154.1	1384484.AEQU_1218	9.69e-66	204.0	COG2606@1|root,COG2606@2|Bacteria,2IHS8@201174|Actinobacteria,4CW0E@84998|Coriobacteriia	84998|Coriobacteriia	S	Belongs to the prolyl-tRNA editing family. YbaK EbsC subfamily	ybaK	-	-	ko:K03976	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	tRNA_edit
WP_136846155.1	1121866.AUGK01000015_gene2016	7.2e-174	515.0	COG0515@1|root,COG0515@2|Bacteria,2HSUD@201174|Actinobacteria,4CVFC@84998|Coriobacteriia	84998|Coriobacteriia	KLT	Protein kinase domain	-	-	-	-	-	-	-	-	-	-	-	-	Pkinase
WP_136846158.1	1118058.CAGY01000001_gene407	1.77e-191	536.0	COG0078@1|root,COG0078@2|Bacteria,2GJ6H@201174|Actinobacteria,4D445@85005|Actinomycetales	201174|Actinobacteria	E	Reversibly catalyzes the transfer of the carbamoyl group from carbamoyl phosphate (CP) to the N(epsilon) atom of ornithine (ORN) to produce L-citrulline	argF	-	2.1.3.3	ko:K00611	ko00220,ko01100,ko01110,ko01130,ko01230,map00220,map01100,map01110,map01130,map01230	M00029,M00844	R01398	RC00096	ko00000,ko00001,ko00002,ko01000	-	-	-	OTCace,OTCace_N
WP_136846160.1	479437.Elen_2537	4.58e-293	818.0	COG1154@1|root,COG1154@2|Bacteria,2GMFA@201174|Actinobacteria,4CUXK@84998|Coriobacteriia	84998|Coriobacteriia	H	Catalyzes the acyloin condensation reaction between C atoms 2 and 3 of pyruvate and glyceraldehyde 3-phosphate to yield 1-deoxy-D-xylulose-5-phosphate (DXP)	dxs	-	2.2.1.7	ko:K01662	ko00730,ko00900,ko01100,ko01110,ko01130,map00730,map00900,map01100,map01110,map01130	M00096	R05636	RC00032	ko00000,ko00001,ko00002,ko01000	-	-	-	DXP_synthase_N,Transket_pyr,Transketolase_C
WP_136846164.1	479437.Elen_2385	0.0	1157.0	COG0243@1|root,COG0243@2|Bacteria,2GNYQ@201174|Actinobacteria,4CV7J@84998|Coriobacteriia	84998|Coriobacteriia	C	Belongs to the prokaryotic molybdopterin-containing oxidoreductase family	-	-	-	-	-	-	-	-	-	-	-	-	Molybdop_Fe4S4,Molybdopterin,Molydop_binding
WP_136846166.1	1235794.C811_02088	4.29e-92	272.0	COG0703@1|root,COG0703@2|Bacteria,2HUU3@201174|Actinobacteria,4CVND@84998|Coriobacteriia	84998|Coriobacteriia	F	Catalyzes the specific phosphorylation of the 3-hydroxyl group of shikimic acid using ATP as a cosubstrate	-	-	2.7.1.71	ko:K00891	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R02412	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000	-	-	-	SKI,Shikimate_dh_N
WP_136846167.1	1235794.C811_01085	6.94e-85	265.0	COG0697@1|root,COG0697@2|Bacteria,2I8X5@201174|Actinobacteria,4CV0X@84998|Coriobacteriia	84998|Coriobacteriia	EG	Psort location CytoplasmicMembrane, score	-	-	-	-	-	-	-	-	-	-	-	-	EamA
WP_136846168.1	1504822.CCNO01000014_gene1338	6.33e-249	694.0	COG1012@1|root,COG1012@2|Bacteria,2NNW6@2323|unclassified Bacteria	2|Bacteria	C	Aldehyde dehydrogenase family	-	-	1.2.1.16,1.2.1.20,1.2.1.79,1.2.1.9	ko:K00131,ko:K00135	ko00010,ko00030,ko00250,ko00310,ko00350,ko00650,ko00760,ko01100,ko01120,ko01200,map00010,map00030,map00250,map00310,map00350,map00650,map00760,map01100,map01120,map01200	M00027,M00308,M00633	R00713,R00714,R01058,R02401	RC00080,RC00242	ko00000,ko00001,ko00002,ko01000	-	-	-	Aldedh
WP_136846169.1	1121866.AUGK01000003_gene1310	2.73e-103	314.0	COG1947@1|root,COG1947@2|Bacteria,2GKXD@201174|Actinobacteria,4CVNV@84998|Coriobacteriia	84998|Coriobacteriia	F	Catalyzes the phosphorylation of the position 2 hydroxy group of 4-diphosphocytidyl-2C-methyl-D-erythritol	ispE	-	2.7.1.148	ko:K00919	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00096	R05634	RC00002,RC01439	ko00000,ko00001,ko00002,ko01000	-	-	-	GHMP_kinases_C,GHMP_kinases_N
WP_136846171.1	1235794.C811_01668	6.4e-257	715.0	COG0372@1|root,COG0372@2|Bacteria,2GJ7E@201174|Actinobacteria,4CUA2@84998|Coriobacteriia	84998|Coriobacteriia	C	Citrate synthase, C-terminal domain	-	-	2.3.3.1	ko:K01647	ko00020,ko00630,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map00630,map01100,map01110,map01120,map01130,map01200,map01210,map01230	M00009,M00010,M00012,M00740	R00351	RC00004,RC00067	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	Citrate_synt
WP_136846172.1	479437.Elen_2395	8.33e-91	301.0	COG1511@1|root,COG1511@2|Bacteria,2I9PN@201174|Actinobacteria,4CYI9@84998|Coriobacteriia	84998|Coriobacteriia	S	domain protein	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_136846173.1	502558.EGYY_07320	0.0	891.0	COG1033@1|root,COG1033@2|Bacteria,2HUBR@201174|Actinobacteria,4CX7E@84998|Coriobacteriia	84998|Coriobacteriia	S	MMPL family	-	-	-	ko:K07003	-	-	-	-	ko00000	-	-	-	MMPL
WP_136846174.1	479437.Elen_2383	5.75e-179	511.0	COG5557@1|root,COG5557@2|Bacteria,2HUSX@201174|Actinobacteria,4CVJ6@84998|Coriobacteriia	84998|Coriobacteriia	C	Polysulphide reductase, NrfD	-	-	-	ko:K00185	-	-	-	-	ko00000	5.A.3	-	-	NrfD
WP_136846175.1	479437.Elen_2373	3.43e-107	313.0	COG0437@1|root,COG0437@2|Bacteria,2H0W0@201174|Actinobacteria,4CVMR@84998|Coriobacteriia	479437.Elen_2373|-	C	4Fe-4S dicluster domain	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_136846178.1	1235794.C811_01144	1.5e-122	358.0	COG0190@1|root,COG0190@2|Bacteria,2GJZS@201174|Actinobacteria,4CV1K@84998|Coriobacteriia	84998|Coriobacteriia	F	Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate	folD	-	1.5.1.5,3.5.4.9	ko:K01491	ko00670,ko00720,ko01100,ko01120,ko01200,map00670,map00720,map01100,map01120,map01200	M00140,M00377	R01220,R01655	RC00202,RC00578	ko00000,ko00001,ko00002,ko01000	-	-	-	THF_DHG_CYH,THF_DHG_CYH_C
WP_136846179.1	1235794.C811_01145	1.08e-75	233.0	COG3404@1|root,COG3404@2|Bacteria,2IIRF@201174|Actinobacteria,4CVZS@84998|Coriobacteriia	84998|Coriobacteriia	E	PFAM Formiminotransferase-cyclodeaminase	-	-	-	-	-	-	-	-	-	-	-	-	FTCD_C
WP_136846180.1	411459.RUMOBE_00720	1.78e-93	282.0	COG1028@1|root,COG1028@2|Bacteria,1TSND@1239|Firmicutes,25M1B@186801|Clostridia,3Y1UP@572511|Blautia	186801|Clostridia	IQ	COG COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	-	-	-	-	-	-	-	-	-	-	-	-	adh_short_C2
