HOG	OG	Gene Tree Parent Clade	collinsella_aerofaciens	collinsella_intestinalis	collinsella_provencensis	senegalimassilia_anaerobia	senegalimassilia_faecalis
N2.HOG0000886	OG0000772	n0	WP_231500818.1	WP_226803166.1	WP_199824827.1		
N2.HOG0000887	OG0000773	n0	WP_231500839.1	WP_006723213.1	WP_102338184.1		
N2.HOG0000888	OG0000774	n0	WP_231501535.1	WP_152062837.1	WP_234346248.1		
N2.HOG0000889	OG0000775	n0	WP_231501558.1	WP_152063167.1	WP_102338513.1		
N2.HOG0000890	OG0000776	n0	WP_231501564.1	WP_226803208.1	WP_102337351.1		
N2.HOG0000891	OG0000777	n0	WP_231501569.1	WP_006722410.1	WP_234346357.1		
N2.HOG0000892	OG0000778	n0	WP_231501570.1	WP_152063300.1	WP_102337623.1		
N2.HOG0000893	OG0000779	n0	WP_231501590.1	WP_226803234.1	WP_102337543.1		
N2.HOG0000894	OG0000780	n0	WP_233502825.1	WP_039910749.1	WP_234346366.1		
N2.HOG0000895	OG0000781	n0	WP_233502990.1	WP_226803218.1	WP_234346156.1		
N2.HOG0000896	OG0000782	n0	WP_233505669.1	WP_152063149.1	WP_102337440.1		
N2.HOG0000897	OG0000783	n0	WP_240139041.1	WP_152063155.1	WP_102337448.1		
N2.HOG0000898	OG0000784	n0	WP_241154575.1	WP_152063267.1	WP_234346173.1		
N2.HOG0000899	OG0000785	n0	WP_241154577.1	WP_118103529.1	WP_102337585.1		
N2.HOG0000900	OG0000786	n0	WP_241154578.1	WP_226803244.1			
N2.HOG0000901	OG0000787	n0	WP_241154583.1	WP_152062976.1	WP_102337326.1		
N2.HOG0000902	OG0000788	n0	WP_241154587.1	WP_152062959.1	WP_102337297.1		
N2.HOG0000903	OG0000789	n0	WP_241154592.1	WP_152062802.1	WP_159060031.1		
N2.HOG0000904	OG0000790	n0	WP_241154597.1	WP_152063782.1	WP_102338352.1		
N2.HOG0000905	OG0000791	n0	WP_241154601.1	WP_152063586.1	WP_234346222.1		
N2.HOG0000906	OG0000792	n0	WP_241154602.1	WP_152063827.1	WP_234346322.1		
N2.HOG0000907	OG0000793	n0	WP_241154605.1	WP_226803358.1	WP_234346229.1		
N2.HOG0000908	OG0000794	n0	WP_241154607.1	WP_226803181.1	WP_102337235.1		
N2.HOG0000909	OG0000795	n0	WP_241154611.1	WP_193221123.1	WP_234346369.1		
N2.HOG0000910	OG0000796	n0	WP_241154612.1	WP_152063453.1	WP_102338134.1		
N2.HOG0000911	OG0000797	n0	WP_241154613.1	WP_152063449.1	WP_102338140.1		
N2.HOG0000912	OG0000798	n0	WP_241154614.1	WP_152063466.1	WP_234346278.1		
N2.HOG0000913	OG0000799	n0	WP_241154616.1	WP_152063519.1	WP_102338232.1		
N2.HOG0000914	OG0000800	n1	WP_241154621.1				
N2.HOG0000915	OG0000800	n2	WP_241154618.1				
N2.HOG0000916	OG0000801	n0	WP_241154628.1	WP_152063665.1			
N2.HOG0000917	OG0000802	n0	WP_241154639.1	WP_226803272.1	WP_234346117.1		
N2.HOG0000918	OG0000803	n0	WP_241154643.1	WP_152062904.1	WP_234346194.1		
N2.HOG0000919	OG0000804	n0	WP_241154647.1	WP_152063174.1	WP_234346167.1		
N2.HOG0000920	OG0000805	n0	WP_241154649.1	WP_152063417.1	WP_102338508.1		
N2.HOG0000921	OG0000806	n0	WP_241154654.1	WP_193221169.1			
N2.HOG0000922	OG0000807	n0	WP_241154655.1	WP_152062857.1	WP_102338382.1		
N2.HOG0000923	OG0000808	n0	WP_241154657.1	WP_152063047.1	WP_234346354.1		
N2.HOG0000924	OG0000809	n0	WP_241154658.1	WP_152062961.1	WP_102338536.1		
N2.HOG0000925	OG0000810	n0	WP_241154664.1	WP_226803344.1	WP_234346368.1		
N2.HOG0000926	OG0000811	n0		WP_006722349.1	WP_102338461.1		
N2.HOG0000927	OG0000812	n0		WP_152062769.1, WP_152063319.1, WP_152063418.1			
N2.HOG0000928	OG0000813	n0		WP_152062900.1	WP_159060009.1		
N2.HOG0000929	OG0000814	n0		WP_152063027.1	WP_159060024.1		
N2.HOG0000930	OG0000815	n0		WP_152063612.1, WP_152063764.1	WP_102338348.1		
N2.HOG0000931	OG0000816	n0		WP_152063633.1			
N2.HOG0000932	OG0000817	n0		WP_226803332.1, WP_193221207.1, WP_226803334.1, WP_226803333.1			
N2.HOG0000933	OG0000818	n0			WP_102338310.1, WP_102338012.1, WP_102338207.1, WP_102337763.1, WP_102338192.1		
N2.HOG0000934	OG0000819	n1			WP_102337906.1		
N2.HOG0000935	OG0000819	n2			WP_102338020.1		
N2.HOG0000936	OG0000820	n0			WP_102338009.1		
N2.HOG0000937	OG0000828	n0	WP_006235089.1		WP_102337979.1		
N2.HOG0000938	OG0000829	n0	WP_124786740.1, WP_052044110.1, WP_006235292.1		WP_102337258.1		
N2.HOG0000939	OG0000830	n0	WP_006236139.1	WP_006723651.1	WP_102337578.1, WP_102337707.1		
N2.HOG0000940	OG0000831	n0	WP_022093893.1	WP_006723104.1	WP_006723104.1		
N2.HOG0000941	OG0000832	n0	WP_117773676.1, WP_022095195.1				
N2.HOG0000942	OG0000833	n0	WP_035137477.1	WP_152063553.1			
N2.HOG0000943	OG0000834	n0	WP_055250497.1	WP_152063228.1			
N2.HOG0000944	OG0000835	n0	WP_055251579.1	WP_006722445.1			
N2.HOG0000945	OG0000836	n0	WP_055251626.1	WP_152063290.1	WP_102337603.1		
N2.HOG0000946	OG0000837	n0	WP_055309519.1	WP_006722721.1	WP_102337725.1, WP_102338504.1		
N2.HOG0000947	OG0000838	n0	WP_089573311.1, WP_117855262.1	WP_152063727.1	WP_102338471.1		
N2.HOG0000948	OG0000839	n0	WP_089573579.1, WP_117647577.1	WP_152063594.1	WP_234346228.1		
N2.HOG0000949	OG0000840	n0	WP_117563517.1		WP_102338242.1		
N2.HOG0000950	OG0000841	n0	WP_117563694.1	WP_118271896.1			
N2.HOG0000951	OG0000842	n0	WP_117637582.1, WP_117563813.1				
N2.HOG0000952	OG0000843	n0	WP_117564058.1, WP_117736974.1, WP_118268027.1	WP_152062715.1			
N2.HOG0000953	OG0000844	n0	WP_117564237.1		WP_102338519.1		
N2.HOG0000954	OG0000845	n0	WP_117564750.1	WP_006723250.1, WP_193221145.1	WP_102337939.1		
N2.HOG0000955	OG0000846	n0	WP_117636050.1, WP_117564922.1, WP_124786044.1, WP_124785998.1				
N2.HOG0000956	OG0000847	n0	WP_241154663.1, WP_233505134.1, WP_117564924.1, WP_164473336.1				
N2.HOG0000957	OG0000848	n0	WP_117565016.1	WP_152063509.1			
N2.HOG0000958	OG0000849	n0	WP_117583242.1	WP_152063179.1	WP_102337485.1		
N2.HOG0000959	OG0000850	n0	WP_117583754.1	WP_152063315.1	WP_102338432.1		
N2.HOG0000960	OG0000851	n0	WP_117584039.1	WP_152062790.1			
N2.HOG0000961	OG0000852	n0	WP_231500836.1, WP_117638035.1	WP_226803308.1	WP_102338085.1		
N2.HOG0000962	OG0000853	n0	WP_117655710.1				
N2.HOG0000963	OG0000854	n0	WP_117655878.1		WP_102337354.1		
N2.HOG0000964	OG0000855	n0	WP_117716377.1	WP_152062780.1	WP_102338246.1		
N2.HOG0000965	OG0000856	n0	WP_241154661.1, WP_117735519.1		WP_102338388.1, WP_234346253.1		
N2.HOG0000966	OG0000857	n0	WP_117736214.1	WP_152063229.1			
N2.HOG0000967	OG0000858	n0	WP_117746564.1	WP_193221210.1, WP_006723008.1	WP_102337764.1		
N2.HOG0000968	OG0000859	n0	WP_117765703.1	WP_006722720.1	WP_102337410.1		
N2.HOG0000969	OG0000860	n0	WP_117766059.1	WP_226803174.1	WP_102337579.1, WP_234346358.1		
N2.HOG0000970	OG0000861	n0	WP_117772906.1, WP_233506705.1	WP_006723249.1	WP_102337938.1		
N2.HOG0000971	OG0000862	n0	WP_117773381.1				
N2.HOG0000972	OG0000863	n0	WP_117773383.1				
N2.HOG0000973	OG0000864	n0	WP_117773484.1		WP_102337570.1		
N2.HOG0000974	OG0000865	n0	WP_117773500.1	WP_006722665.1			
N2.HOG0000975	OG0000866	n0	WP_117773501.1	WP_152063156.1	WP_102337452.1		
N2.HOG0000976	OG0000867	n0	WP_117773876.1	WP_226803169.1	WP_234346258.1		
N2.HOG0000977	OG0000868	n0	WP_117774095.1	WP_226803295.1	WP_102337988.1		
N2.HOG0000978	OG0000869	n0	WP_117786521.1	WP_152063009.1	WP_102337363.1		
N2.HOG0000979	OG0000870	n0	WP_117786524.1		WP_234346353.1		
N2.HOG0000980	OG0000871	n0	WP_117803620.1	WP_226803365.1			
N2.HOG0000981	OG0000872	n0	WP_124785918.1, WP_117803851.1	WP_152062916.1	WP_102337680.1		
N2.HOG0000982	OG0000873	n0	WP_117806188.1	WP_006722864.1	WP_102338027.1, WP_102337659.1		
N2.HOG0000983	OG0000874	n0	WP_117839941.1		WP_159060063.1		
N2.HOG0000984	OG0000875	n0	WP_117839952.1		WP_102337760.1		
N2.HOG0000985	OG0000876	n0	WP_117839954.1	WP_152062693.1			
N2.HOG0000986	OG0000877	n0	WP_117840418.1, WP_206428109.1				
N2.HOG0000987	OG0000878	n0	WP_117848292.1	WP_226803177.1, WP_152062847.1	WP_102338439.1		
N2.HOG0000988	OG0000879	n0	WP_117862100.1	WP_006722448.1			
N2.HOG0000989	OG0000880	n0	WP_124786283.1, WP_118080421.1				
N2.HOG0000990	OG0000881	n0	WP_118094316.1, WP_124786163.1, WP_241154596.1				
N2.HOG0000991	OG0000882	n0	WP_118205874.1	WP_152062703.1			
N2.HOG0000992	OG0000883	n0	WP_118226642.1	WP_152063585.1, WP_152062967.1	WP_102338028.1		
N2.HOG0000993	OG0000884	n0	WP_118227044.1	WP_006723789.1			
N2.HOG0000994	OG0000885	n0	WP_118377249.1	WP_152063748.1			
N2.HOG0000995	OG0000886	n0	WP_124786033.1, WP_124785732.1, WP_118450553.1	WP_152063522.1			
N2.HOG0000996	OG0000887	n0	WP_124785718.1	WP_152062755.1			
N2.HOG0000997	OG0000888	n0	WP_124785720.1	WP_152062758.1			
N2.HOG0000998	OG0000889	n0	WP_124785757.1	WP_118272146.1			
N2.HOG0000999	OG0000890	n0	WP_124785805.1	WP_226803197.1	WP_102337298.1		
N2.HOG0001000	OG0000891	n0	WP_124785829.1	WP_226803343.1			
N2.HOG0001001	OG0000892	n0	WP_124785859.1	WP_152063230.1			
N2.HOG0001002	OG0000893	n0	WP_124785875.1, WP_158551589.1	WP_152062706.1			
N2.HOG0001003	OG0000894	n0	WP_124785878.1	WP_152063531.1			
N2.HOG0001004	OG0000895	n0	WP_124785958.1, WP_124785957.1, WP_124786223.1		WP_102337822.1		
N2.HOG0001005	OG0000896	n0	WP_124785968.1		WP_102337813.1		
N2.HOG0001006	OG0000897	n0	WP_124785970.1				
N2.HOG0001007	OG0000898	n0	WP_124785994.1	WP_118103796.1	WP_102337253.1		
N2.HOG0001008	OG0000899	n0	WP_124785997.1, WP_124786055.1	WP_152062859.1	WP_234346326.1		
N2.HOG0001009	OG0000900	n0	WP_124786003.1	WP_152062946.1, WP_152062871.1	WP_102338410.1		
N2.HOG0001010	OG0000901	n0	WP_164473265.1, WP_124786034.1	WP_039910625.1	WP_234346376.1		
N2.HOG0001011	OG0000902	n0	WP_124786036.1		WP_102338646.1		
N2.HOG0001012	OG0000903	n0	WP_124786063.1	WP_193221230.1	WP_102337653.1		
N2.HOG0001013	OG0000904	n0	WP_124786442.1, WP_124786069.1				
N2.HOG0001014	OG0000905	n0	WP_124786100.1, WP_124786227.1	WP_152063059.1, WP_152062987.1			
N2.HOG0001015	OG0000906	n0	WP_124786109.1, WP_241154645.1				
N2.HOG0001016	OG0000907	n0	WP_124786125.1		WP_102337502.1		
N2.HOG0001017	OG0000908	n0	WP_124786191.1		WP_102337396.1		
N2.HOG0001018	OG0000909	n0	WP_241154606.1, WP_124786193.1	WP_152063056.1	WP_102337394.1		
N2.HOG0001019	OG0000910	n0	WP_124786269.1, WP_124786194.1	WP_152063055.1	WP_102337393.1		
N2.HOG0001020	OG0000911	n0	WP_124786195.1, WP_124786596.1	WP_152063052.1	WP_102338499.1		
N2.HOG0001021	OG0000912	n0	WP_124786225.1	WP_152063256.1			
N2.HOG0001022	OG0000913	n0	WP_124786279.1	WP_152063279.1			
N2.HOG0001023	OG0000914	n0	WP_124786298.1				
N2.HOG0001024	OG0000915	n0	WP_124786302.1	WP_152063282.1			
N2.HOG0001025	OG0000916	n0	WP_124786303.1	WP_118271305.1			
N2.HOG0001026	OG0000917	n0	WP_124786304.1	WP_152063283.1			
N2.HOG0001027	OG0000918	n0	WP_124786313.1	WP_152063552.1, WP_193221190.1	WP_102337306.1		
N2.HOG0001028	OG0000919	n0	WP_124786319.1	WP_152063288.1			
N2.HOG0001029	OG0000920	n0	WP_124786353.1	WP_152062969.1			
N2.HOG0001030	OG0000921	n0	WP_124786355.1	WP_006722860.1			
N2.HOG0001031	OG0000922	n0	WP_124786378.1	WP_152062923.1	WP_199824828.1, WP_102337668.1		
N2.HOG0001032	OG0000923	n0	WP_124786385.1	WP_152062944.1	WP_102337903.1, WP_102337286.1		
N2.HOG0001033	OG0000924	n0	WP_124786425.1, WP_187361856.1, WP_241154644.1	WP_118102376.1			
N2.HOG0001034	OG0000925	n0	WP_124786428.1	WP_152063740.1			
N2.HOG0001035	OG0000926	n0	WP_124786439.1	WP_152063483.1	WP_234346267.1		
N2.HOG0001036	OG0000927	n0	WP_124786440.1	WP_193221194.1	WP_102338090.1		
N2.HOG0001037	OG0000928	n0	WP_124786441.1		WP_102338360.1		
N2.HOG0001038	OG0000929	n0	WP_124786445.1	WP_152062779.1	WP_199824854.1		
N2.HOG0001039	OG0000930	n0	WP_124786461.1	WP_152063627.1			
N2.HOG0001040	OG0000931	n0	WP_124786462.1	WP_152063626.1			
N2.HOG0001041	OG0000932	n0	WP_124786465.1				
N2.HOG0001042	OG0000933	n0	WP_124786466.1				
N2.HOG0001043	OG0000934	n0	WP_124786472.1, WP_241154631.1				
N2.HOG0001044	OG0000935	n0	WP_124786486.1	WP_006723735.1			
N2.HOG0001045	OG0000936	n0	WP_124786495.1	WP_152063581.1			
N2.HOG0001046	OG0000937	n0	WP_124786496.1	WP_152063348.1			
N2.HOG0001047	OG0000938	n0	WP_124786501.1, WP_206428081.1	WP_152063284.1	WP_102337588.1		
N2.HOG0001048	OG0000939	n0	WP_124786529.1, WP_241154662.1	WP_152063603.1	WP_102337934.1		
N2.HOG0001049	OG0000940	n0	WP_124786576.1	WP_152062925.1	WP_102337663.1, WP_102337666.1		
N2.HOG0001050	OG0000941	n0	WP_124786581.1		WP_159060044.1		
N2.HOG0001051	OG0000942	n0	WP_124786602.1	WP_006723591.1			
N2.HOG0001052	OG0000943	n0	WP_124786616.1, WP_161194713.1	WP_152063486.1	WP_102338089.1		
N2.HOG0001053	OG0000944	n0	WP_124786635.1	WP_226803311.1			
N2.HOG0001054	OG0000945	n0	WP_124786642.1		WP_234346331.1		
N2.HOG0001055	OG0000946	n0	WP_124786648.1		WP_102338211.1		
N2.HOG0001056	OG0000947	n0	WP_124786652.1	WP_152063474.1	WP_102338101.1		
N2.HOG0001057	OG0000948	n0	WP_124786660.1				
N2.HOG0001058	OG0000949	n0	WP_124786661.1	WP_152063462.1	WP_159060064.1		
N2.HOG0001059	OG0000950	n0	WP_164473296.1		WP_159060079.1		
N2.HOG0001060	OG0000951	n0	WP_195445898.1	WP_006723102.1, WP_118271355.1			
N2.HOG0001061	OG0000952	n0	WP_197032249.1	WP_152063828.1			
N2.HOG0001062	OG0000953	n0	WP_199407998.1	WP_152062942.1			
N2.HOG0001063	OG0000954	n0	WP_199408659.1, WP_206428107.1				
N2.HOG0001064	OG0000955	n0	WP_206428076.1				
N2.HOG0001065	OG0000956	n0	WP_206428108.1				
N2.HOG0001066	OG0000957	n0	WP_231500817.1	WP_152062762.1	WP_102337608.1		
N2.HOG0001067	OG0000958	n0	WP_233514485.1	WP_182282062.1			
N2.HOG0001068	OG0000959	n0	WP_241154582.1	WP_152063349.1			
N2.HOG0001069	OG0000960	n0	WP_241154595.1	WP_152063642.1			
N2.HOG0001070	OG0000961	n0	WP_241154623.1	WP_152062692.1			
N2.HOG0001071	OG0000962	n0	WP_241154624.1	WP_226803348.1, WP_226803315.1			
N2.HOG0001072	OG0000963	n0	WP_241154637.1		WP_102337686.1		
N2.HOG0001073	OG0000964	n0	WP_241154667.1	WP_152063664.1			
N2.HOG0001074	OG0000965	n0		WP_006720292.1	WP_102338405.1		
N2.HOG0001075	OG0000966	n0		WP_039910738.1			
N2.HOG0001076	OG0000967	n0		WP_118271902.1	WP_102338349.1		
N2.HOG0001077	OG0000968	n0		WP_152062810.1	WP_102337719.1		
N2.HOG0001078	OG0000969	n0		WP_152062824.1	WP_102337251.1		
N2.HOG0001079	OG0000970	n0		WP_152062951.1	WP_102337290.1		
N2.HOG0001080	OG0000971	n0		WP_152062958.1	WP_102337295.1		
N2.HOG0001081	OG0000972	n0		WP_152062992.1	WP_102337334.1		
N2.HOG0001082	OG0000973	n0		WP_152062997.1, WP_152063000.1, WP_152063611.1	WP_102338561.1		
N2.HOG0001083	OG0000974	n0		WP_152063034.1, WP_152063082.1	WP_102338194.1		
N2.HOG0001084	OG0000975	n0		WP_152063046.1, WP_152063437.1			
N2.HOG0001085	OG0000976	n0		WP_152063072.1	WP_102337419.1		
N2.HOG0001086	OG0000977	n0		WP_152063530.1, WP_152063387.1			
N2.HOG0001087	OG0000978	n0		WP_152063467.1	WP_102338112.1		
N2.HOG0001088	OG0000979	n0		WP_152063536.1			
N2.HOG0001089	OG0000980	n0		WP_152063630.1	WP_102337916.1, WP_102338550.1		
N2.HOG0001090	OG0000981	n0		WP_152063636.1	WP_159060042.1		
N2.HOG0001091	OG0000982	n0		WP_152063638.1			
N2.HOG0001092	OG0000983	n0		WP_152063763.1	WP_102338350.1		
N2.HOG0001093	OG0000984	n0		WP_152063774.1	WP_102338371.1		
N2.HOG0001094	OG0000985	n0		WP_152063779.1			
N2.HOG0001095	OG0000986	n0		WP_193221174.1			
N2.HOG0001096	OG0000987	n0		WP_193221202.1	WP_102338216.1		
N2.HOG0001097	OG0000988	n0		WP_226803278.1			
N2.HOG0001098	OG0000989	n0			WP_102337348.1, WP_102338481.1		
N2.HOG0001099	OG0000990	n0			WP_102337352.1		
N2.HOG0001100	OG0000991	n0			WP_102337523.1		
N2.HOG0001101	OG0000992	n0			WP_102337815.1		
N2.HOG0001102	OG0000993	n1			WP_102337831.1		
N2.HOG0001103	OG0000993	n2			WP_102337832.1		
N2.HOG0001104	OG0000994	n0			WP_234346250.1, WP_102337879.1, WP_102337898.1, WP_102338002.1		
N2.HOG0001105	OG0000995	n0			WP_102337908.1		
N2.HOG0001106	OG0000996	n0			WP_102337923.1		
N2.HOG0001107	OG0000997	n0			WP_159060017.1		
N2.HOG0001108	OG0000998	n0			WP_234346223.1		
N2.HOG0001109	OG0001018	-	WP_006234438.1	WP_193221221.1	WP_199824868.1		
N2.HOG0001110	OG0001021	-	WP_006235554.1	WP_006721124.1	WP_102337341.1		
N2.HOG0001111	OG0001022	-	WP_006236119.1	WP_006722737.1	WP_102337397.1		
N2.HOG0001112	OG0001023	-	WP_022094483.1	WP_152063307.1	WP_102337632.1		
N2.HOG0001113	OG0001024	-	WP_022094575.1	WP_039910275.1	WP_102337373.1		
N2.HOG0001114	OG0001025	-	WP_022094612.1	WP_006723254.1	WP_102337943.1		
N2.HOG0001115	OG0001026	-	WP_022094714.1	WP_118271272.1	WP_102337548.1		
N2.HOG0001116	OG0001029	-	WP_035137086.1	WP_039910719.1	WP_102338480.1		
N2.HOG0001117	OG0001031	-	WP_055250441.1	WP_152063025.1	WP_102337374.1		
N2.HOG0001118	OG0001033	-	WP_055251210.1	WP_152063592.1	WP_102337940.1		
N2.HOG0001119	OG0001034	-	WP_055251737.1	WP_152063497.1	WP_102338151.1		
N2.HOG0001120	OG0001035	-	WP_055251966.1	WP_152063825.1	WP_102337914.1		
N2.HOG0001121	OG0001036	-	WP_055252061.1	WP_118271641.1	WP_102337239.1		
N2.HOG0001122	OG0001039	-	WP_055252290.1	WP_006722823.1	WP_102337340.1		
N2.HOG0001123	OG0001040	-	WP_055252439.1	WP_006723751.1	WP_102338314.1		
N2.HOG0001124	OG0001041	-	WP_055287259.1	WP_152062975.1	WP_102337325.1		
N2.HOG0001125	OG0001042	-	WP_055309641.1	WP_118271846.1	WP_102338296.1		
N2.HOG0001126	OG0001043	-	WP_055310425.1	WP_152063786.1	WP_102337950.1		
N2.HOG0001127	OG0001044	-	WP_070097113.1	WP_039910730.1	WP_102338421.1		
N2.HOG0001128	OG0001045	-	WP_082435553.1	WP_152063762.1	WP_199824891.1		
N2.HOG0001129	OG0001046	-	WP_089572030.1	WP_152062990.1	WP_102337332.1		
N2.HOG0001130	OG0001047	-	WP_089572116.1	WP_226803193.1	WP_234346187.1		
N2.HOG0001131	OG0001048	-	WP_089572403.1	WP_006723252.1	WP_102337941.1		
N2.HOG0001132	OG0001049	-	WP_089572422.1	WP_039910744.1	WP_102337959.1		
N2.HOG0001133	OG0001050	-	WP_089572509.1	WP_118271559.1	WP_102337655.1		
N2.HOG0001134	OG0001051	-	WP_089572525.1	WP_006723116.1	WP_234346362.1		
N2.HOG0001135	OG0001052	-	WP_089572580.1	WP_152062748.1	WP_102338063.1		
N2.HOG0001136	OG0001054	-	WP_089573275.1	WP_152063500.1, WP_118272035.1			
N2.HOG0001137	OG0001055	-	WP_089573307.1	WP_152063726.1	WP_102338474.1		
N2.HOG0001138	OG0001056	-	WP_089573603.1	WP_226803171.1	WP_102337231.1		
N2.HOG0001139	OG0001057	-	WP_089573627.1, WP_241154609.1	WP_152062843.1			
N2.HOG0001140	OG0001059	-	WP_099431890.1	WP_152062979.1	WP_102337327.1		
N2.HOG0001141	OG0001060	-	WP_099432046.1, WP_124786605.1, WP_124786078.1				
N2.HOG0001142	OG0001062	-	WP_117563508.1	WP_152063730.1	WP_102338451.1		
N2.HOG0001143	OG0001063	-	WP_117563509.1	WP_152063732.1	WP_102338450.1		
N2.HOG0001144	OG0001064	-	WP_117563516.1	WP_152063749.1	WP_102338423.1		
N2.HOG0001145	OG0001065	-	WP_117563734.1	WP_152063557.1	WP_102338213.1		
N2.HOG0001146	OG0001066	-	WP_117563868.1	WP_152062846.1	WP_102338438.1		
N2.HOG0001147	OG0001067	-	WP_117564079.1	WP_152063054.1	WP_102337392.1		
N2.HOG0001148	OG0001068	-	WP_117564109.1	WP_152062996.1	WP_199824818.1		
N2.HOG0001149	OG0001069	-	WP_117564424.1	WP_152062909.1	WP_102337681.1		
N2.HOG0001150	OG0001070	-	WP_117564474.1	WP_152063372.1	WP_234346125.1		
N2.HOG0001151	OG0001073	-	WP_117583713.1	WP_006723817.1	WP_102338233.1		
N2.HOG0001152	OG0001074	-	WP_117583756.1	WP_152063822.1	WP_102337909.1		
N2.HOG0001153	OG0001075	-	WP_117583829.1	WP_152063580.1	WP_234346244.1		
N2.HOG0001154	OG0001076	-	WP_117629294.1	WP_152063069.1	WP_102337414.1		
N2.HOG0001155	OG0001077	-	WP_117629310.1	WP_118103440.1	WP_102337535.1		
N2.HOG0001156	OG0001079	-	WP_117629752.1, WP_124786572.1		WP_159060036.1		
N2.HOG0001157	OG0001080	-	WP_117630036.1	WP_226803170.1	WP_102338612.1		
N2.HOG0001158	OG0001081	-	WP_117634813.1	WP_152062883.1	WP_102337756.1		
N2.HOG0001159	OG0001082	-	WP_117637022.1	WP_152063829.1	WP_102338334.1		
N2.HOG0001160	OG0001084	-	WP_117640236.1	WP_152063824.1	WP_102337913.1		
N2.HOG0001161	OG0001085	-	WP_117645937.1	WP_226803155.1	WP_102338035.1		
N2.HOG0001162	OG0001087	-	WP_117647773.1	WP_006723557.1	WP_102338053.1		
N2.HOG0001163	OG0001089	-	WP_117655043.1	WP_152062848.1	WP_102338440.1		
N2.HOG0001164	OG0001090	-	WP_117655044.1	WP_006723089.1	WP_102338441.1		
N2.HOG0001165	OG0001095	-	WP_117757471.1	WP_006722270.1	WP_199824817.1		
N2.HOG0001166	OG0001096	-	WP_117758359.1	WP_152063834.1	WP_102338313.1		
N2.HOG0001167	OG0001097	-	WP_117758387.1	WP_118271829.1	WP_102337912.1		
N2.HOG0001168	OG0001098	-	WP_117758557.1	WP_152062953.1	WP_102337291.1		
N2.HOG0001169	OG0001100	-	WP_117759752.1	WP_152062840.1	WP_102337996.1		
N2.HOG0001170	OG0001102	-	WP_117766202.1	WP_152062786.1	WP_102338258.1		
N2.HOG0001171	OG0001106	-	WP_117772910.1	WP_152063591.1	WP_102337945.1		
N2.HOG0001172	OG0001107	-	WP_117772961.1, WP_124786263.1	WP_226803191.1			
N2.HOG0001173	OG0001108	-	WP_117772967.1	WP_152062995.1	WP_234346206.1		
N2.HOG0001174	OG0001109	-	WP_117772973.1	WP_226803204.1	WP_234346133.1		
N2.HOG0001175	OG0001111	-	WP_117773365.1	WP_152062875.1	WP_234346202.1		
N2.HOG0001176	OG0001113	-	WP_117773489.1	WP_152063688.1	WP_102337792.1		
N2.HOG0001177	OG0001114	-	WP_117773499.1	WP_006722666.1	WP_102337451.1		
N2.HOG0001178	OG0001115	-	WP_117773513.1	WP_152063163.1	WP_234346161.1		
N2.HOG0001179	OG0001121	-	WP_117773810.1	WP_152063035.1	WP_102337378.1		
N2.HOG0001180	OG0001122	-	WP_117773845.1	WP_193221173.1	WP_102337539.1		
N2.HOG0001181	OG0001124	-	WP_117774376.1	WP_006723126.1	WP_102337799.1		
N2.HOG0001182	OG0001125	-	WP_117774378.1	WP_118271728.1	WP_102337801.1		
N2.HOG0001183	OG0001126	-	WP_117776642.1	WP_118271854.1	WP_234346319.1		
N2.HOG0001184	OG0001128	-	WP_117790364.1	WP_152063248.1	WP_102337534.1		
N2.HOG0001185	OG0001129	-	WP_117790460.1		WP_102338328.1, WP_102337372.1		
N2.HOG0001186	OG0001130	-	WP_117797767.1	WP_152063058.1	WP_102337398.1		
N2.HOG0001187	OG0001133	-	WP_117800724.1	WP_006722407.1, WP_152063297.1			
N2.HOG0001188	OG0001134	-	WP_117803239.1	WP_152063051.1	WP_102337391.1		
N2.HOG0001189	OG0001136	-	WP_117820255.1	WP_152063245.1	WP_102337527.1		
N2.HOG0001190	OG0001140	-	WP_117840021.1	WP_152063773.1	WP_102338341.1		
N2.HOG0001191	OG0001142	-	WP_117840334.1	WP_226803356.1	WP_102338374.1		
N2.HOG0001192	OG0001143	-	WP_164473327.1, WP_117840351.1, WP_124786377.1				
N2.HOG0001193	OG0001147	-	WP_118094091.1	WP_152063322.1	WP_102338464.1		
N2.HOG0001194	OG0001149	-	WP_118206253.1	WP_006723775.1	WP_102337998.1		
N2.HOG0001195	OG0001150	-	WP_118227279.1	WP_006722242.1	WP_234346120.1		
N2.HOG0001196	OG0001152	-	WP_118258627.1	WP_006723308.1	WP_102337995.1		
N2.HOG0001197	OG0001156	-	WP_118335107.1	WP_152063377.1	WP_234346119.1		
N2.HOG0001198	OG0001158	-	WP_118388206.1	WP_152062820.1	WP_102337704.1		
N2.HOG0001199	OG0001159	-	WP_118450645.1	WP_152063547.1	WP_102338031.1		
N2.HOG0001200	OG0001160	-	WP_124785705.1	WP_118272208.1	WP_102338144.1		
N2.HOG0001201	OG0001161	-	WP_124785717.1	WP_226803305.1	WP_102338103.1		
N2.HOG0001202	OG0001169	-	WP_124785759.1	WP_152063649.1	WP_102338455.1		
N2.HOG0001203	OG0001170	-	WP_124785785.1	WP_152063515.1	WP_102338201.1		
N2.HOG0001204	OG0001171	-	WP_124785807.1	WP_152063606.1	WP_102337920.1		
